Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
CORE-EN048 UR.png,Clash of Rebellions,CORE-EN048,Ultra Rare,Archfiend Black Skull Dragon,,Monster,DARK,Dragon / Fusion / Effect,9.0,3200 / 2500,45349196,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous', 'Trigger']",,,,,,,,,
LON-024 SP.png,Labyrinth of Nightmare,LON-024,Short Print,Fairy Box,,Trap,,,,,21598948,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Maintenance cost']",,Continuous,,,,,,,
LODT-EN058 C.png,Light of Destruction,LODT-EN058,Common,Mystical Cards of Light,,Spell,,,,,48356796,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Continuous-like']",,Continuous,,,,,,,
IOC-074 C.png,Invasion of Chaos,IOC-074,Common,Hyper Hammerhead,,Monster,EARTH,Dinosaur / Effect,4.0,1500 / 1200,02671330,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
STBL-EN094 C.png,Starstrike Blast,STBL-EN094,Common,Ally of Justice Unknown Crusher,,Monster,DARK,Machine / Effect,3.0,1200 / 800,22371016,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CSOC-EN029 UR.png,Crossroads of Chaos,CSOC-EN029,Ultra Rare,"Tytannial, Princess of Camellias",,Monster,WIND,Plant / Effect,8.0,2800 / 2600,11819616,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
MRL-019 C.png,Spell Ruler,MRL-019,Common,Dark Witch,,Monster,LIGHT,Fairy,5.0,1800 / 1700,35565537,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
JOTL-EN006 C.png,Judgment of the Light,JOTL-EN006,Common,Super Defense Robot Lio,,Monster,EARTH,Machine / Effect,4.0,1200 / 1600,08091563,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
IOC-087 UR.png,Invasion of Chaos,IOC-087,Ultra Rare,Guardian Angel Joan,,Monster,LIGHT,Fairy / Effect,7.0,2800 / 2000,68007326,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
AST-097 R.png,Ancient Sanctuary,AST-097,Rare,Thousand Energy,,Spell,,,,,05703682,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
STON-EN017 UR.png,Strike of Neos,STON-EN017,Ultra Rare,"Reign-Beaux, Overlord of Dark World",,Monster,DARK,Fiend / Effect,7.0,2500 / 1800,99458769,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
INOV-EN013 C.png,Invasion: Vengeance,INOV-EN013,Common,Flower Cardian Maple with Deer,,Monster,DARK,Warrior / Effect,10.0,1000 / 1000,21772453,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Trigger']",,,,,,,,,
GLAS-EN045 C.png,Gladiator's Assault,GLAS-EN045,Common,Contact Out,,Spell,,,,,69270537,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
ANPR-EN052 SR.png,Ancient Prophecy,ANPR-EN052,Super Rare,Core Compression,,Spell,,,,,13997673,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
BOSH-EN059 C.png,Breakers of Shadow,BOSH-EN059,Common,Destruction Swordsman Fusion,,Spell,,,,,41940225,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Effect', 'Ignition-like', 'Condition']",,Quick-Play,,,,,,,
PRIO-EN062 UR.png,Primal Origin,PRIO-EN062,Ultra Rare,Sylvan Charity,,Spell,,,,,82016179,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
LIOV-EN095 C.png,Lightning Overdrive,LIOV-EN095,Common,D/D/D Supersight King Zero Maxwell,,Monster,DARK,Fiend / Pendulum / Effect,7.0,2800 / 2500,76029419,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like', 'Condition', 'Monster Effect', 'Trigger', 'Continuous', 'Continuous']",,,,4.0,,,,,
DUEA-EN096 C.png,Duelist Alliance,DUEA-EN096,Common,Fishborg Doctor,,Monster,WATER,Fish / Effect,4.0,400 / 400,10560119,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition', 'Continuous']",,,,,,,,,
LON-023 SP.png,Labyrinth of Nightmare,LON-023,Short Print,Tornado Wall,,Trap,,,,,18605135,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Continuous-like', 'Continuous-like']",,Continuous,,,,,,,
ETCO-EN053 C.png,Eternity Code,ETCO-EN053,Common,Gouki The Powerload Ogre,,Monster,EARTH,Warrior / Link / Effect,,,11516241,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous', 'Ignition', 'Condition']",,,,,,"Bottom-Left,  Bottom-Center,  Bottom-Right,  Middle-Right",2800 / 4,,
SECE-EN038 R.png,Secrets of Eternity,SECE-EN038,Rare,Dragon Dowser,,Monster,EARTH,Wyrm / Effect,4.0,1500 / 1500,76066541,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
MRD-038 C.png,Metal Raiders,MRD-038,Common,Deepsea Shark,,Monster,WATER,Fish / Fusion,5.0,1900 / 1600,28593363,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
LTGY-EN054 ScR.png,Lord of the Tachyon Galaxy,LTGY-EN054,Secret Rare,Brotherhood of the Fire Fist - Cardinal,,Monster,FIRE,Beast-Warrior / Xyz / Effect,,1800 / 2200,58504745,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,4.0,,,,
SAST-EN049 UR.png,Savage Strike,SAST-EN049,Ultra Rare,Trickstar Divaridis,,Monster,LIGHT,Fairy / Link / Effect,,,14365823,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger', 'Trigger']",,,,,,"Bottom-Left,  Bottom-Center",1800 / 2,,
BOSH-EN077 R.png,Breakers of Shadow,BOSH-EN077,Rare,Pendulum Reborn,,Trap,,,,,77826734,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
RIRA-EN092 C.png,Rising Rampage,RIRA-EN092,Common,Yosenju Oroshi Channeling,,Spell,,,,,61884774,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
PGD-072 R.png,Pharaonic Guardian,PGD-072,Rare,Winged Sage Falcos,,Monster,WIND,Winged Beast / Effect,4.0,1700 / 1200,87523462,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
ABYR-EN018 R.png,Abyss Rising,ABYR-EN018,Rare,Mermail Abysspike,,Monster,WATER,Fish / Effect,4.0,1600 / 800,58471134,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
RGBT-EN099 R.png,Raging Battle,RGBT-EN099,Rare,Emperor Sem,,Monster,LIGHT,Fiend / Effect,4.0,1300 / 2200,21672573,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
TAEV-EN056 R.png,Tactical Evolution,TAEV-EN056,Rare,Double Summon,,Spell,,,,,43422537,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LON-084 C.png,Labyrinth of Nightmare,LON-084,Common,Deal of Phantom,,Trap,,,,,69122763,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
MAGO-EN020 PGR.png,Maximum Gold,MAGO-EN020,Premium Gold Rare,Nurse Dragonmaid,,Monster,EARTH,Dragon / Effect,2.0,500 / 1600,40398073,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
ABPF-EN062 SR.png,Absolute Powerforce,ABPF-EN062,Super Rare,Synchro Control,,Spell,,,,,88289295,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Quick-Play,,,,,,,
EEN-EN025 C.png,Elemental Energy,EEN-EN025,Common,"Scarr, Scout of Dark World",,Monster,DARK,Fiend / Effect,2.0,500 / 500,05498296,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
IGAS-EN076 ScR.png,Ignition Assault,IGAS-EN076,Secret Rare,Sales Pitch,,Trap,,,,,02971446,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Normal,,,,,,,
SOVR-EN092 ScR.png,Stardust Overdrive,SOVR-EN092,Secret Rare,Dark Simorgh,,Monster,DARK,Winged Beast / Effect,7.0,2700 / 1000,11366199,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Ignition', 'Continuous']",,,,,,,,,
RGBT-EN022 SR.png,Raging Battle,RGBT-EN022,Super Rare,Koa'ki Meiru Powerhand,,Monster,EARTH,Machine / Effect,4.0,2100 / 1600,19642889,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Maintenance cost', 'Continuous']",,,,,,,,,
TDIL-EN064 R.png,The Dark Illusion,TDIL-EN064,Rare,Triamid Kingolem,,Spell,,,,,72772445,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Continuous-like', 'Trigger-like', 'Condition']",,Field,,,,,,,
TAEV-EN084 ScR.png,Tactical Evolution,TAEV-EN084,Secret Rare,Abyssal Kingshark,,Monster,WATER,Fish / Effect,4.0,1700 / 600,44223284,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
CORE-EN007 C.png,Clash of Rebellions,CORE-EN007,Common,Superheavy Samurai Blowtorch,,Monster,EARTH,Machine / Effect,1.0,500 / 300,07864030,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Continuous']",,,,,,,,,
TSHD-EN016 R.png,The Shining Darkness,TSHD-EN016,Rare,Revival Rose,,Monster,DARK,Plant / Effect,4.0,1300 / 1300,12469386,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
BLVO-EN009 C.png,Blazing Vortex,BLVO-EN009,Common,Springans Captain Sargas,,Monster,FIRE,Machine / Effect,8.0,1500 / 2800,29601381,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Quick', 'Condition', 'Condition', 'Continuous']",,,,,,,,,
PRIO-EN024 UR.png,Primal Origin,PRIO-EN024,Ultra Rare,Bujin Hirume,,Monster,LIGHT,Beast-Warrior / Effect,4.0,2000 / 1000,09418365,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Trigger', 'Unclassified']",,,,,,,,,
PGD-069 UR.png,Pharaonic Guardian,PGD-069,Ultra Rare,Mystical Knight of Jackal,,Monster,LIGHT,Beast-Warrior / Effect,7.0,2700 / 1200,98745000,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
GLAS-EN064 C.png,Gladiator's Assault,GLAS-EN064,Common,No Entry!!,,Trap,,,,,60306104,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
CORE-EN073 R.png,Clash of Rebellions,CORE-EN073,Rare,Igknight Burst,,Trap,,,,,65872270,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick-like', 'Trigger-like']",,Continuous,,,,,,,
MACR-EN025 SR.png,Maximum Crisis ,MACR-EN025,Super Rare,"Metaltron XII, the True Dracombatant",,Monster,LIGHT,Wyrm / Effect,9.0,3000 / 3000,57761191,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Continuous', 'Trigger']",,,,,,,,,
LOB-047 C.png,Legend of Blue Eyes White Dragon,LOB-047,Common,Wasteland,,Spell,,,,,23424603,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Continuous-like'],,Field,,,,,,,
BLVO-EN081 SR.png,Blazing Vortex,BLVO-EN081,Super Rare,Materiactor Gigadra,,Monster,DARK,Dragon / Effect,3.0,1000 / 1000,33008376,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition', 'Continuous']",,,,,,,,,
BLVO-EN013 SR.png,Blazing Vortex,BLVO-EN013,Super Rare,S-Force Orrafist,,Monster,LIGHT,Cyberse / Effect,4.0,1800 / 1000,95974848,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Quick', 'Condition']",,,,,,,,,
EXVC-EN003 R.png,Extreme Victory,EXVC-EN003,Rare,Salvage Warrior,,Monster,WATER,Warrior / Effect,5.0,1900 / 1600,41705642,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CRMS-EN047 R.png,Crimson Crisis,CRMS-EN047,Rare,Star Blast,,Spell,,,,,67196946,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
BODE-EN060 SR.png,Burst of Destiny,BODE-EN060,Super Rare,Reptilianne Ramifications,,Spell,,,,,81615450,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
MRD-036 R.png,Metal Raiders,MRD-036,Rare,Magician of Faith,,Monster,LIGHT,Spellcaster / Flip / Effect,1.0,300 / 400,31560081,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Flip'],,,,,,,,,
SOI-EN010 R.png,Shadow of Infinity,SOI-EN010,Rare,Proto-Cyber Dragon,,Monster,LIGHT,Machine / Effect,3.0,1100 / 600,26439287,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Continuous'],,,,,,,,,
MRD-086 R.png,Metal Raiders,MRD-086,Rare,Princess of Tsurugi,Princess of Tsurogai,Monster,WIND,Warrior / Effect,3.0,900 / 700,51371017,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
CRMS-EN018 C.png,Crimson Crisis,CRMS-EN018,Common,Morphtronic Slingen,,Monster,WIND,Machine / Effect,4.0,1200 / 800,75775867,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous']",,,,,,,,,
BOSH-EN094 ScR.png,Breakers of Shadow,BOSH-EN094,Secret Rare,Cyber Dragon Infinity,,Monster,LIGHT,Machine / Xyz / Effect,,2100 / 1600,10443957,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Ignition', 'Quick']",,,,,6.0,,,,
CIBR-EN097 SR.png,Circuit Break,CIBR-EN097,Super Rare,Number 41: Bagooska the Terribly Tired Tapir,,Monster,EARTH,Fiend / Xyz / Effect,,2100 / 2000,90590303,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Maintenance cost', 'Continuous', 'Continuous', 'Continuous']",,,,,4.0,,,,
JOTL-EN024 C.png,Judgment of the Light,JOTL-EN024,Common,Mecha Phantom Beast Coltwing,,Monster,WIND,Machine / Effect,4.0,1600 / 1500,94973028,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Continuous', 'Continuous', 'Ignition']",,,,,,,,,
LOB-027 R.png,Legend of Blue Eyes White Dragon,LOB-027,Rare,Aqua Madoor,,Monster,WATER,Spellcaster / Normal,4.0,1200 / 2000,85639257,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
NECH-EN059 SR.png,The New Challengers,NECH-EN059,Super Rare,1st Movement Solo,,Spell,,,,,44256816,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition', 'Condition']",,Normal,,,,,,,
CIBR-EN019 C.png,Circuit Break,CIBR-EN019,Common,Krawler Receptor,,Monster,EARTH,Insect / Flip / Effect,2.0,900 / 1200,83293307,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Flip', 'Trigger', 'Condition']",,,,,,,,,
BODE-EN073 C.png,Burst of Destiny,BODE-EN073,Common,Swordsoul Blackout,,Trap,,,,,14821890,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition']",,Normal,,,,,,,
PGD-071 C.png,Pharaonic Guardian,PGD-071,Common,Yomi Ship,,Monster,WATER,Aqua / Effect,3.0,800 / 1400,51534754,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
GAOV-EN014 C.png,Galactic Overlord,GAOV-EN014,Common,Moonlit Papillon,,Monster,LIGHT,Insect / Effect,4.0,1200 / 1600,16366944,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
JOTL-EN091 C.png,Judgment of the Light,JOTL-EN091,Common,Junk Blader,,Monster,EARTH,Warrior / Effect,4.0,1800 / 1000,51855378,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
IGAS-EN091 R.png,Ignition Assault,IGAS-EN091,Rare,Plunder Patroll Booty,,Trap,,,,,20426176,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick-like', 'Condition', 'Quick-like']",,Continuous,,,,,,,
NECH-EN014 SR.png,The New Challengers,NECH-EN014,Super Rare,Edge Imp Sabres,,Monster,DARK,Fiend / Effect,3.0,1200 / 800,30068120,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
BLVO-EN042 SR.png,Blazing Vortex,BLVO-EN042,Super Rare,"Oneiros, the Dream Mirror Tormentor",,Monster,DARK,Fiend / Fusion / Effect,10.0,3000 / 3000,37678339,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Quick', 'Quick']",,,,,,,,,
MAGO-EN144 R.png,Maximum Gold,MAGO-EN144,Rare,Preparation of Rites,,Spell,,,,,96729612,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
RIRA-EN081 C.png,Rising Rampage,RIRA-EN081,Common,Barricadeborg Blocker,,Monster,DARK,Machine / Link / Effect,,,13117073,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Continuous']",,,,,,"Middle-Left,  Bottom-Center",1000 / 2,,
PHRA-EN056 C.png,Phantom Rage,PHRA-EN056,Common,Virtual World Gate - Qinglong,,Spell,,,,,50275295,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition-like', 'Ignition-like', 'Condition']",,Continuous,,,,,,,
ANPR-EN094 UR.png,Ancient Prophecy,ANPR-EN094,Ultra Rare,Gaia Plate the Earth Giant,,Monster,EARTH,Rock / Effect,8.0,2800 / 1000,14258627,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Maintenance cost', 'Continuous']",,,,,,,,,
GFP2-EN024 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN024,Ultra Rare,Code Exporter,,Monster,WIND,Cyberse / Effect,5.0,500 / 2300,37119142,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger', 'Condition']",,,,,,,,,
CBLZ-EN079 C.png,Cosmo Blazer,CBLZ-EN079,Common,Jurrac Impact,,Trap,,,,,05479217,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
LOB-061 R.png,Legend of Blue Eyes White Dragon,LOB-061,Rare,Two-Pronged Attack,,Trap,,,,,83887306,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
CBLZ-EN046 UR.png,Cosmo Blazer,CBLZ-EN046,Ultra Rare,Number 53: Heart-eartH,,Monster,DARK,Fiend / Xyz / Effect,,100 / 100,23998625,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Trigger']",,,,,5.0,,,,
NECH-EN032 UR.png,The New Challengers,NECH-EN032,Ultra Rare,"Jiaotu, Darkness of the Yang Zing",,Monster,DARK,Wyrm / Tuner / Effect,2.0,0 / 2000,25935625,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
GLAS-EN024 C.png,Gladiator's Assault,GLAS-EN024,Common,Gladiator Beast Secutor,,Monster,WIND,Reptile / Effect,4.0,400 / 300,77642288,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
RATE-EN047 R.png,Raging Tempest,RATE-EN047,Rare,Shiranui Sunsaga,,Monster,FIRE,Zombie / Synchro / Effect,10.0,3500 / 0,59843383,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Condition']",,,,,,,,,
LOB-020 C.png,Legend of Blue Eyes White Dragon,LOB-020,Common,Dark King of the Abyss,,Monster,DARK,Fiend,3.0,1200 / 800,53375573,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
CBLZ-EN033 C.png,Cosmo Blazer,CBLZ-EN033,Common,Mermail Abyssnose,,Monster,WATER,Fish / Effect,4.0,1500 / 1500,00282886,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
LVAL-EN008 C.png,Legacy of the Valiant,LVAL-EN008,Common,Chronomaly Moai Carrier,,Monster,EARTH,Rock / Effect,5.0,900 / 1800,38007744,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Unclassified'],,,,,,,,,
CYHO-EN061 C.png,Cybernetic Horizon,CYHO-EN061,Common,World Legacy's Memory,,Spell,,,,,68191756,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Lingering', 'Condition']",,Quick-Play,,,,,,,
GFP2-EN130 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN130,Ultra Rare,"Baxia, Brightness of the Yang Zing",,Monster,LIGHT,Wyrm / Synchro / Effect,8.0,2300 / 2600,83755611,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition']",,,,,,,,,
RIRA-EN055 R.png,Rising Rampage,RIRA-EN055,Rare,Fortune Vision,,Spell,,,,,91407982,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Trigger-like', 'Condition']",,Continuous,,,,,,,
CDIP-EN058 SR.png,Cyberdark Impact,CDIP-EN058,Super Rare,Cyber Shadow Gardna,,Trap,,,,,90440725,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Activation requirement', 'Effect', 'Trigger', 'Trigger']",,Continuous,,,,,,,
CIBR-EN062 UR.png,Circuit Break,CIBR-EN062,Ultra Rare,Arrivalrivals,,Spell,,,,,29508346,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Quick-Play,,,,,,,
LON-034 SR.png,Labyrinth of Nightmare,LON-034,Super Rare,Fire Princess,,Monster,FIRE,Pyro / Effect,4.0,1300 / 1500,64752646,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
LOB-069 C.png,Legend of Blue Eyes White Dragon,LOB-069,Common,Uraby,,Monster,EARTH,Dinosaur / Normal,4.0,1500 / 800,01784619,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
MAGO-EN155 R.png,Maximum Gold,MAGO-EN155,Rare,"Hey, Trunade!",,Spell,,,,,64697431,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
CORE-EN031 C.png,Clash of Rebellions,CORE-EN031,Common,Igknight Gallant,,Monster,FIRE,Warrior / Pendulum,6.0,2100 / 2200,96802306,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like']",,,,2.0,,,,,
BOSH-EN020 C.png,Breakers of Shadow,BOSH-EN020,Common,Dragon Buster Destruction Sword,,Monster,DARK,Dragon / Tuner / Effect,1.0,400 / 300,76218313,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous-like', 'Ignition-like', 'Condition']",,,,,,,,,
ETCO-EN023 SR.png,Eternity Code,ETCO-EN023,Super Rare,Ancient Warriors - Ingenious Zhuge Kong,,Monster,WIND,Beast-Warrior / Effect,4.0,1000 / 2000,32422602,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick', 'Quick', 'Condition']",,,,,,,,,
EEN-EN052 C.png,Elemental Energy,EEN-EN052,Common,Dark Deal,,Trap,,,,,65824822,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Normal,,,,,,,
LOB-053 SR.png,Legend of Blue Eyes White Dragon,LOB-053,Super Rare,Raigeki,,Spell,,,,,12580477,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
TAEV-EN057 R.png,Tactical Evolution,TAEV-EN057,Rare,Summoner's Art,,Spell,,,,,79816536,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Normal,,,,,,,
BOSH-EN015 C.png,Breakers of Shadow,BOSH-EN015,Common,Twilight Ninja Shingetsu,,Monster,DARK,Warrior / Effect,4.0,1500 / 100,14541657,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous', 'Trigger', 'Condition']",,,,,,,,,
ETCO-EN007 C.png,Eternity Code,ETCO-EN007,Common,Noctovision Dragon,,Monster,DARK,Dragon / Effect,7.0,0 / 2800,70333910,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition', 'Trigger', 'Trigger']",,,,,,,,,
DUEA-EN025 C.png,Duelist Alliance,DUEA-EN025,Common,Shaddoll Squamata,,Monster,DARK,Spellcaster / Flip / Effect,4.0,1800 / 1000,30328508,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Flip', 'Trigger', 'Condition']",,,,,,,,,
JOTL-EN088 UR.png,Judgment of the Light,JOTL-EN088,Ultra Rare,Xyz Encore,,Spell,,,,,78610936,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Lingering', 'Condition']",,Quick-Play,,,,,,,
RIRA-EN008 R.png,Rising Rampage,RIRA-EN008,Rare,Fortune Lady Past,,Monster,DARK,Spellcaster / Tuner / Effect,1.0,? / ?,57869175,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Ignition', 'Condition']",,,,,,,,,
PHRA-EN015 SR.png,Phantom Rage,PHRA-EN015,Super Rare,Dual Avatar Feet - Kokoku,,Monster,LIGHT,Warrior / Effect,3.0,800 / 2000,11759079,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
ANPR-EN086 UR.png,Ancient Prophecy,ANPR-EN086,Ultra Rare,Flamvell Commando,,Monster,FIRE,Pyro / Effect,6.0,2200 / 200,40189917,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition']",,,,,,,,,
LIOV-EN071 UR.png,Lightning Overdrive,LIOV-EN071,Ultra Rare,Amaze Attraction Cyclo-Coaster,,Trap,,,,,66984907,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
